constructorResultsId,raceId,constructorId,points,status
467,61,5,0,1
468,61,3,0,1
469,61,13,0,1
470,61,8,0,1
471,62,6,18,1
472,62,4,10,1
473,62,7,5,1
474,62,11,3,1
475,62,9,2,1
476,62,5,1,1
477,62,3,0,1
478,62,13,0,1
479,62,2,0,1
480,62,8,0,1
481,62,1,0,1
482,63,6,16,1
483,63,4,11,1
484,63,7,5,1
485,63,1,6,1
486,63,2,1,1
487,63,9,0,1
488,63,5,0,1
489,63,3,0,1
490,63,13,0,1
491,63,8,0,1
492,63,11,0,1
493,64,6,18,1
494,64,1,6,1
495,64,11,5,1
496,64,4,7,1
497,64,7,2,1
498,64,9,1,1
499,64,5,0,1
500,64,3,0,1
501,64,8,0,1
502,64,2,0,1
503,64,13,0,1
504,65,11,15,1
505,65,1,8,1
506,65,2,6,1
507,65,9,4,1
508,65,7,3,1
509,65,6,3,1
510,65,13,0,1
511,65,5,0,1
512,65,8,0,1
513,65,4,0,1
514,65,3,0,1
515,66,6,16,1
516,66,4,11,1
517,66,11,6,1
518,66,1,4,1
519,66,7,2,1
520,66,3,0,1
521,66,9,0,1
522,66,2,0,1
523,66,5,0,1
524,66,13,0,1
525,66,8,0,1
526,67,6,10,1
527,67,1,8,1
528,67,2,7,1
529,67,4,5,1
530,67,11,7,1
531,67,7,2,1
532,67,3,0,1
533,67,9,0,1
534,67,5,0,1
535,67,8,0,1
536,67,14,0,1
537,68,6,10,1
538,68,4,14,1
539,68,11,8,1
540,68,1,4,1
541,68,2,2,1
542,68,3,1,1
543,68,9,0,1
544,68,5,0,1
545,68,14,0,1
546,68,8,0,1
547,68,7,0,1
548,69,4,16,1
549,69,6,8,1
550,69,11,5,1
551,69,1,4,1
552,69,7,5,1
553,69,2,1,1
554,69,3,0,1
555,69,9,0,1
556,69,5,0,1
557,69,8,0,1
558,69,14,0,1
559,70,6,15,1
560,70,4,11,1
561,70,11,8,1
562,70,1,5,1
563,70,2,0,1
564,70,8,0,1
565,70,5,0,1
566,70,9,0,1
567,70,14,0,1
568,70,7,0,1
569,70,3,0,1
570,71,4,16,1
571,71,6,8,1
572,71,9,7,1
573,71,3,4,1
574,71,1,4,1
575,71,7,0,1
576,71,15,0,1
577,71,16,0,1
578,71,17,0,1
579,71,18,0,1
580,72,4,10,1
581,72,7,12,1
582,72,3,6,1
583,72,1,5,1
584,72,9,4,1
585,72,6,2,1
586,72,15,0,1
587,72,17,0,1
588,72,18,0,1
589,72,16,0,1
590,73,4,10,1
591,73,7,13,1
592,73,1,10,1
593,73,3,3,1
594,73,15,2,1
595,73,9,1,1
596,73,6,0,1
597,73,17,0,1
598,73,18,0,1
599,73,16,0,1
600,74,4,10,1
601,74,6,8,1
602,74,1,6,1
603,74,15,5,1
604,74,7,4,1
605,74,3,5,1
606,74,9,1,1
607,74,17,0,1
608,74,18,0,1
609,74,16,0,1
610,75,1,12,1
611,75,4,12,1
612,75,7,11,1
613,75,3,3,1
614,75,9,1,1
615,75,6,0,1
616,75,15,0,1
617,75,17,0,1
618,75,18,0,1
619,76,1,14,1
620,76,3,14,1
621,76,4,5,1
622,76,7,3,1
623,76,6,3,1
624,76,15,0,1
625,76,17,0,1
626,76,18,0,1
627,76,9,0,1
628,77,4,13,1
629,77,3,8,1
630,77,6,10,1
631,77,9,5,1
632,77,1,2,1
633,77,7,1,1
634,77,16,0,1
635,77,15,0,1
636,77,17,0,1
637,77,18,0,1
638,78,1,10,1
639,78,6,14,1
640,78,15,5,1
641,78,3,4,1
642,78,7,3,1
643,78,9,3,1
644,78,17,0,1
645,78,18,0,1
646,78,16,0,1
647,78,4,0,1
648,79,6,18,1
649,79,17,11,1
650,79,18,7,1
651,79,7,0,1
652,79,1,0,1
653,79,16,0,1
654,79,4,0,1
655,79,3,0,1
656,79,15,0,1
657,79,9,0,1
658,80,4,13,1
659,80,1,8,1
660,80,6,6,1
661,80,16,5,1
662,80,7,6,1
663,80,15,1,1
664,80,9,0,1
665,80,3,0,1
666,80,17,0,1
667,80,18,0,1
668,81,1,16,1
669,81,4,13,1
670,81,16,4,1
671,81,6,5,1
672,81,7,1,1
673,81,15,0,1
674,81,3,0,1
675,81,9,0,1
676,81,17,0,1
677,81,18,0,1
678,82,4,15,1
679,82,1,8,1
680,82,16,6,1
681,82,6,4,1
682,82,7,3,1
683,82,9,2,1
684,82,15,1,1
685,82,3,0,1
686,82,18,0,1
687,82,17,0,1
688,83,1,10,1
689,83,6,8,1
690,83,7,11,1
691,83,16,5,1
692,83,3,5,1
693,83,4,0,1
694,83,17,0,1
695,83,15,0,1
696,83,18,0,1
697,83,9,0,1
698,84,1,16,1
699,84,4,13,1
700,84,16,4,1
701,84,7,3,1
702,84,9,3,1
703,84,6,0,1
704,84,15,0,1
705,84,18,0,1
706,84,17,0,1
707,84,3,0,1
708,85,1,15,1
709,85,4,14,1
710,85,7,7,1
711,85,3,2,1
712,85,16,1,1
713,85,15,0,1
714,85,6,0,1
715,85,9,0,1
716,85,17,0,1
717,85,18,0,1
718,86,1,10,1
719,86,4,8,1
720,86,16,6,1
721,86,3,5,1
722,86,6,4,1
723,86,15,3,1
724,86,7,2,1
725,86,17,1,1
726,86,9,0,1
727,86,18,0,1
728,87,1,18,1
729,87,4,10,1
730,87,6,8,1
731,87,16,2,1
732,87,7,1,1
733,87,9,0,1
734,87,15,0,1
735,87,18,0,1
736,87,17,0,1
737,87,3,0,1
738,88,1,10,1
739,88,4,14,1
740,88,3,5,1
741,88,16,4,1
742,88,9,3,1
743,88,6,2,1
744,88,7,1,1
745,88,15,0,1
746,88,17,0,1
747,88,18,0,1
748,89,4,15,1
749,89,1,8,1
750,89,7,6,1
751,89,9,4,1
752,89,15,3,1
753,89,3,2,1
754,89,16,1,1
755,89,17,0,1
756,89,6,0,1
757,89,18,0,1
758,90,6,18,1
759,90,4,8,1
760,90,3,9,1
761,90,16,3,1
762,90,1,1,1
763,90,15,0,1
764,90,19,0,1
765,90,7,0,1
766,90,17,0,1
767,90,18,0,1
768,91,6,15,1
769,91,3,8,1
770,91,16,6,1
771,91,4,6,1
772,91,1,3,1
773,91,15,1,1
774,91,7,0,1
775,91,19,0,1
776,91,17,0,1
777,91,18,0,1
778,92,6,18,1
779,92,16,10,1
780,92,4,8,1
781,92,3,2,1
782,92,19,1,1
783,92,7,0,1
784,92,15,0,1
785,92,17,0,1
786,92,18,0,1
787,92,1,0,1
788,93,6,13,1
789,93,16,8,1
790,93,3,8,1
791,93,4,9,1
792,93,1,1,1
793,93,15,0,1
794,93,7,0,1
795,93,19,0,1
796,93,18,0,1
797,93,17,0,1
798,94,6,18,1
799,94,4,11,1
800,94,16,5,1
801,94,3,3,1
802,94,15,2,1
803,94,1,0,1
804,94,19,0,1
805,94,7,0,1
806,94,17,0,1
807,94,18,0,1
808,95,4,10,1
809,95,16,8,1
810,95,6,6,1
811,95,3,5,1
812,95,15,4,1
813,95,7,4,1
814,95,17,2,1
815,95,18,0,1
816,95,1,0,1
817,95,19,0,1
818,96,6,18,1
819,96,16,6,1
820,96,4,9,1
821,96,15,3,1
822,96,19,2,1
823,96,3,1,1
824,96,17,0,1
825,96,7,0,1
826,96,18,0,1
827,96,1,0,1
828,97,6,18,1
829,97,16,6,1
830,97,15,5,1
831,97,1,7,1
832,97,17,3,1
833,97,19,0,1
834,97,18,0,1
835,97,4,0,1
836,97,3,0,1
837,97,7,0,1
838,98,6,18,1
839,98,16,6,1
840,98,4,5,1
841,98,7,4,1
842,98,1,5,1
843,98,18,1,1
844,98,15,0,1
845,98,19,0,1
846,98,3,0,1
847,98,17,0,1
848,99,6,16,1
849,99,4,13,1
850,99,16,4,1
851,99,1,5,1
852,99,3,1,1
853,99,19,0,1
854,99,15,0,1
855,99,7,0,1
856,99,17,0,1
857,99,18,0,1
858,100,6,16,1
859,100,1,10,1
860,100,16,5,1
861,100,3,4,1
862,100,15,3,1
863,100,19,1,1
864,100,4,0,1
865,100,7,0,1
866,100,17,0,1
867,100,18,0,1
868,101,6,10,1
869,101,16,9,1
870,101,4,6,1
871,101,1,5,1
872,101,3,6,1
873,101,19,3,1
874,101,15,0,1
875,101,7,0,1
876,101,17,0,1
877,101,18,0,1
878,102,6,18,1
879,102,4,6,1
880,102,3,7,1
881,102,16,7,1
882,102,15,1,1
883,102,1,0,1
884,102,19,0,1
885,102,7,0,1
886,102,17,0,1
887,102,18,0,1
888,103,1,12,1
889,103,6,14,1
890,103,15,9,1
891,103,19,3,1
892,103,7,1,1
893,103,4,0,1
894,103,17,0,1
895,103,3,0,1
896,103,16,0,1
897,103,18,0,1
898,104,6,18,1
899,104,16,11,1
900,104,3,6,1
901,104,1,3,1
902,104,15,1,1
903,104,19,0,1
904,104,4,0,1
905,104,7,0,1
906,104,17,0,1
907,104,18,0,1
908,105,6,10,1
909,105,16,11,1
910,105,1,6,1
911,105,4,5,1
912,105,3,4,1
913,105,15,3,1
914,105,19,0,1
915,105,17,0,1
916,105,7,0,1
917,105,18,0,1
918,106,6,10,1
919,106,3,10,1
920,106,16,11,1
921,106,4,4,1
922,106,1,3,1
923,106,15,1,1
924,106,7,0,1
925,106,19,0,1
926,106,17,0,1
927,106,18,0,1
928,107,3,14,1
929,107,1,8,1
930,107,6,8,1
931,107,4,5,1
932,107,16,3,1
933,107,15,1,1
934,107,7,0,1
935,107,19,0,1
936,107,17,0,1
937,107,18,0,1
938,108,1,16,1
939,108,3,9,1
940,108,6,5,1
941,108,4,6,1
942,108,15,3,1
943,108,16,0,1
944,108,18,0,1
945,108,17,0,1
946,108,19,0,1
947,108,7,0,1
948,109,1,10,1
949,109,6,11,1
950,109,4,10,1
951,109,3,5,1
952,109,16,2,1
953,109,15,1,1
954,109,17,0,1
955,109,7,0,1
956,109,18,0,1
957,109,19,0,1
958,110,17,10,1
959,110,1,13,1
960,110,4,7,1
961,110,15,4,1
962,110,16,3,1
963,110,3,2,1
964,110,19,0,1
965,110,7,0,1
966,110,6,0,1
967,110,18,0,1
968,111,6,16,1
969,111,1,12,1
970,111,3,7,1
971,111,4,3,1
972,111,16,1,1
973,111,7,0,1
974,111,15,0,1
975,111,19,0,1
976,111,17,0,1
977,111,18,0,1
978,112,6,16,1
979,112,4,8,1
980,112,3,9,1
981,112,7,3,1
982,112,19,2,1
983,112,17,1,1
984,112,16,0,1
985,112,15,0,1
986,112,18,0,1
987,112,1,0,1
988,113,6,16,1
989,113,1,12,1
990,113,16,5,1
991,113,3,3,1
992,113,19,2,1
993,113,4,1,1
994,113,7,0,1
995,113,17,0,1
996,113,18,0,1
997,113,15,0,1
998,114,3,15,1
999,114,1,10,1
1000,114,6,7,1
1001,114,4,7,1
1002,114,7,0,1
1003,114,17,0,1
1004,114,15,0,1
1005,114,16,0,1
1006,114,18,0,1
1007,114,19,0,1
1008,115,6,14,1
1009,115,3,14,1
1010,115,4,5,1
1011,115,1,3,1
1012,115,19,2,1
1013,115,7,1,1
1014,115,18,0,1
1015,115,16,0,1
1016,115,15,0,1
1017,115,17,0,1
1018,116,3,18,1
1019,116,6,10,1
1020,116,4,5,1
1021,116,19,3,1
1022,116,16,2,1
1023,116,15,1,1
1024,116,17,0,1
1025,116,18,0,1
1026,116,1,0,1
1027,116,7,0,1
1028,117,3,18,1
1029,117,6,8,1
1030,117,1,9,1
1031,117,19,3,1
1032,117,7,1,1
1033,117,16,0,1
1034,117,15,0,1
1035,117,18,0,1
1036,117,17,0,1
1037,117,4,0,1
1038,118,6,15,1
1039,118,3,8,1
1040,118,1,10,1
1041,118,4,3,1
1042,118,7,2,1
1043,118,16,1,1
1044,118,15,0,1
1045,118,17,0,1
1046,118,19,0,1
1047,118,18,0,1
1048,119,3,10,1
1049,119,1,8,1
1050,119,4,11,1
1051,119,7,7,1
1052,119,6,2,1
1053,119,16,1,1
1054,119,15,0,1
1055,119,19,0,1
1056,119,18,0,1
1057,119,17,0,1
1058,120,4,12,1
1059,120,1,12,1
1060,120,3,11,1
1061,120,19,3,1
1062,120,6,1,1
1063,120,15,0,1
1064,120,16,0,1
1065,120,7,0,1
1066,120,18,0,1
1067,120,17,0,1
1068,121,6,16,1
1069,121,3,12,1
1070,121,1,5,1
1071,121,16,3,1
1072,121,19,2,1
1073,121,4,1,1
1074,121,15,0,1
1075,121,17,0,1
1076,121,18,0,1
1077,121,7,0,1
1078,122,6,10,1
1079,122,1,8,1
1080,122,15,10,1
1081,122,4,5,1
1082,122,3,3,1
1083,122,17,2,1
1084,122,19,1,1
1085,122,7,0,1
1086,122,18,0,1
1087,122,16,0,1
1088,123,6,11,1
1089,123,1,14,1
1090,123,16,8,1
1091,123,4,4,1
1092,123,7,2,1
1093,123,15,0,1
1094,123,19,0,1
1095,123,3,0,1
1096,123,17,0,1
1097,123,18,0,1
1098,124,6,10,1
1099,124,3,6,1
1100,124,1,4,1
1101,124,19,3,1
1102,124,18,2,1
1103,124,7,1,1
1104,124,16,0,1
1105,124,21,0,1
1106,124,17,0,1
1107,124,4,0,1
1108,124,15,0,1
1109,125,3,16,1
1110,125,6,4,1
1111,125,4,3,1
1112,125,15,3,1
1113,125,7,0,1
1114,125,16,0,1
1115,125,17,0,1
1116,125,19,0,1
1117,125,21,0,1
1118,125,18,0,1
1119,125,1,0,1
1120,126,6,10,1
1121,126,3,8,1
1122,126,1,4,1
1123,126,4,3,1
1124,126,7,1,1
1125,126,19,0,1
1126,126,17,0,1
1127,126,16,0,1
1128,126,18,0,1
1129,126,15,0,1
1130,126,21,0,1
1131,127,6,16,1
1132,127,3,7,1
1133,127,4,2,1
1134,127,1,1,1
1135,127,16,0,1
1136,127,15,0,1
1137,127,18,0,1
1138,127,21,0,1
1139,127,19,0,1
1140,127,7,0,1
1141,127,17,0,1
1142,128,6,10,1
1143,128,3,6,1
1144,128,1,4,1
1145,128,15,5,1
1146,128,21,1,1
1147,128,16,0,1
1148,128,7,0,1
1149,128,4,0,1
1150,128,19,0,1
1151,128,17,0,1
1152,128,18,0,1
1153,129,6,16,1
1154,129,3,7,1
1155,129,17,2,1
1156,129,1,1,1
1157,129,4,0,1
1158,129,7,0,1
1159,129,16,0,1
1160,129,21,0,1
1161,129,18,0,1
1162,129,19,0,1
1163,129,15,0,1
1164,130,1,10,1
1165,130,6,6,1
1166,130,3,4,1
1167,130,4,3,1
1168,130,17,2,1
1169,130,21,1,1
1170,130,15,0,1
1171,130,19,0,1
1172,130,18,0,1
1173,130,7,0,1
1174,130,16,0,1
1175,131,6,14,1
1176,131,1,9,1
1177,131,17,2,1
1178,131,4,1,1
1179,131,3,0,1
1180,131,16,0,1
1181,131,15,0,1
1182,131,18,0,1
1183,131,21,0,1
1184,131,7,0,1
1185,131,19,0,1
1186,132,6,16,1
1187,132,1,4,1
1188,132,3,3,1
1189,132,4,2,1
1190,132,15,1,1
1191,132,16,0,1
1192,132,19,0,1
1193,132,21,0,1
1194,132,7,0,1
1195,132,18,0,1
1196,132,17,0,1
1197,133,6,16,1
1198,133,3,4,1
1199,133,16,5,1
1200,133,15,1,1
1201,133,17,0,1
1202,133,1,0,1
1203,133,19,0,1
1204,133,4,0,1
1205,133,21,0,1
1206,133,7,0,1
1207,133,18,0,1
1208,134,6,10,1
1209,134,1,10,1
1210,134,3,5,1
1211,134,4,1,1
1212,134,15,0,1
1213,134,18,0,1
1214,134,19,0,1
1215,134,7,0,1
1216,134,16,0,1
1217,134,17,0,1
1218,134,21,0,1
1219,135,6,13,1
1220,135,3,10,1
1221,135,1,2,1
1222,135,15,1,1
1223,135,17,0,1
1224,135,7,0,1
1225,135,19,0,1
1226,135,21,0,1
1227,135,16,0,1
1228,135,4,0,1
1229,135,18,0,1
1230,136,6,16,1
1231,136,3,4,1
1232,136,1,5,1
1233,136,17,1,1
1234,136,15,0,1
1235,136,4,0,1
1236,136,16,0,1
1237,136,19,0,1
1238,136,7,0,1
1239,136,18,0,1
1240,137,6,16,1
1241,137,3,6,1
1242,137,1,3,1
1243,137,19,1,1
1244,137,7,0,1
1245,137,16,0,1
1246,137,15,0,1
1247,137,17,0,1
1248,137,4,0,1
1249,137,18,0,1
1250,138,6,16,1
1251,138,19,4,1
1252,138,4,5,1
1253,138,16,1,1
1254,138,1,0,1
1255,138,17,0,1
1256,138,15,0,1
1257,138,7,0,1
1258,138,18,0,1
1259,138,3,0,1
1260,139,6,16,1
1261,139,1,4,1
1262,139,3,3,1
1263,139,4,2,1
1264,139,16,1,1
1265,139,17,0,1
1266,139,15,0,1
1267,139,19,0,1
1268,139,7,0,1
1269,139,18,0,1
1270,140,6,16,1
1271,140,1,4,1
1272,140,3,3,1
1273,140,17,2,1
1274,140,4,1,1
1275,140,15,0,1
1276,140,7,0,1
1277,140,19,0,1
1278,140,18,0,1
1279,140,16,0,1
1280,141,6,14,1
1281,141,1,6,1
1282,141,15,4,1
1283,141,17,2,1
1284,141,16,0,1
1285,141,19,0,1
1286,141,20,0,1
1287,141,21,0,1
1288,141,18,0,1
1289,141,22,0,1
1290,141,3,0,1
1291,142,6,16,1
1292,142,1,5,1
1293,142,17,3,1
1294,142,3,2,1
1295,142,21,0,1
1296,142,20,0,1
1297,142,19,0,1
1298,142,22,0,1
1299,142,18,0,1
1300,142,16,0,1
1301,142,15,0,1
1302,143,1,10,1
1303,143,6,6,1
1304,143,15,4,1
1305,143,16,3,1
1306,143,17,2,1
1307,143,22,1,1
1308,143,20,0,1
1309,143,18,0,1
1310,143,3,0,1
1311,143,19,0,1
1312,143,21,0,1
1313,144,3,10,1
1314,144,1,9,1
1315,144,6,4,1
1316,144,17,3,1
1317,144,15,0,1
1318,144,16,0,1
1319,144,20,0,1
1320,144,21,0,1
1321,144,19,0,1
1322,144,22,0,1
1323,144,18,0,1
1324,145,6,10,1
1325,145,3,6,1
1326,145,16,4,1
1327,145,17,3,1
1328,145,1,2,1
1329,145,15,1,1
1330,145,20,0,1
1331,145,21,0,1
1332,145,18,0,1
1333,145,22,0,1
1334,145,19,0,1
1335,146,1,10,1
1336,146,6,10,1
1337,146,15,3,1
1338,146,16,2,1
1339,146,21,1,1
1340,146,19,0,1
1341,146,20,0,1
1342,146,22,0,1
1343,146,3,0,1
1344,146,18,0,1
1345,146,17,0,1
1346,147,6,16,1
1347,147,19,4,1
1348,147,16,3,1
1349,147,1,2,1
1350,147,20,1,1
1351,147,22,0,1
1352,147,21,0,1
1353,147,15,0,1
1354,147,3,0,1
1355,147,18,0,1
1356,147,17,0,1
1357,148,3,10,1
