constructorResultsId,raceId,constructorId,points,status
2999,288,25,0,1
3000,288,15,0,1
3001,288,18,0,1
3002,288,32,0,1
3003,289,3,16,1
3004,289,1,6,1
3005,289,22,3,1
3006,289,32,1,1
3007,289,27,0,1
3008,289,29,0,1
3009,289,17,0,1
3010,289,33,0,1
3011,289,34,0,1
3012,289,25,0,1
3013,289,35,0,1
3014,289,18,0,1
3015,289,6,0,1
3016,289,36,0,1
3017,289,37,0,1
3018,124,2,0,1
3019,290,3,16,1
3020,290,22,4,1
3021,290,1,3,1
3022,290,25,2,1
3023,290,32,1,1
3024,290,35,0,1
3025,290,27,0,1
3026,290,33,0,1
3027,290,29,0,1
3028,290,36,0,1
3029,290,6,0,1
3030,290,18,0,1
3031,290,17,0,1
3032,290,37,0,1
3033,290,34,0,1
3034,291,3,16,1
3035,291,22,4,1
3036,291,6,5,1
3037,291,29,1,1
3038,291,18,0,1
3039,291,35,0,1
3040,291,33,0,1
3041,291,32,0,1
3042,291,36,0,1
3043,291,37,0,1
3044,291,25,0,1
3045,291,27,0,1
3046,291,17,0,1
3047,291,1,0,1
3048,291,34,0,1
3049,292,3,10,1
3050,292,22,6,1
3051,292,6,4,1
3052,292,1,3,1
3053,292,29,2,1
3054,292,35,1,1
3055,292,37,0,1
3056,292,18,0,1
3057,292,36,0,1
3058,292,32,0,1
3059,292,27,0,1
3060,292,33,0,1
3061,292,25,0,1
3062,292,17,0,1
3063,292,34,0,1
3064,292,38,0,1
3065,293,3,16,1
3066,293,1,4,1
3067,293,22,3,1
3068,293,29,2,1
3069,293,35,1,1
3070,293,17,0,1
3071,293,25,0,1
3072,293,27,0,1
3073,293,37,0,1
3074,293,33,0,1
3075,293,6,0,1
3076,293,18,0,1
3077,293,36,0,1
3078,293,32,0,1
3079,293,34,0,1
3080,293,38,0,1
3081,294,1,10,1
3082,294,3,10,1
3083,294,22,5,1
3084,294,33,1,1
3085,294,29,0,1
3086,294,18,0,1
3087,294,35,0,1
3088,294,27,0,1
3089,294,6,0,1
3090,294,32,0,1
3091,294,17,0,1
3092,294,38,0,1
3093,294,25,0,1
3094,294,36,0,1
3095,294,37,0,1
3096,294,34,0,1
3097,295,1,10,1
3098,295,22,6,1
3099,295,6,4,1
3100,295,37,3,1
3101,295,25,2,1
3102,295,27,1,1
3103,295,29,0,1
3104,295,35,0,1
3105,295,18,0,1
3106,295,33,0,1
3107,295,3,0,1
3108,295,17,0,1
3109,295,32,0,1
3110,295,36,0,1
3111,295,34,0,1
3112,295,38,0,1
3113,296,3,16,1
3114,296,22,4,1
3115,296,32,4,1
3116,296,27,2,1
3117,296,29,0,1
3118,296,18,0,1
3119,296,35,0,1
3120,296,25,0,1
3121,296,6,0,1
3122,296,33,0,1
3123,296,37,0,1
3124,296,17,0,1
3125,296,1,0,1
3126,296,36,0,1
3127,296,34,0,1
3128,297,3,16,1
3129,297,22,7,1
3130,297,1,2,1
3131,297,32,1,1
3132,297,29,0,1
3133,297,27,0,1
3134,297,6,0,1
3135,297,25,0,1
3136,297,35,0,1
3137,297,36,0,1
3138,297,34,0,1
3139,297,18,0,1
3140,297,17,0,1
3141,297,33,0,1
3142,297,37,0,1
3143,297,38,0,1
3144,298,3,10,1
3145,298,1,6,1
3146,298,22,7,1
3147,298,6,2,1
3148,298,27,1,1
3149,298,29,0,1
3150,298,35,0,1
3151,298,18,0,1
3152,298,37,0,1
3153,298,33,0,1
3154,298,17,0,1
3155,298,36,0,1
3156,298,25,0,1
3157,298,32,0,1
3158,298,34,0,1
3159,298,38,0,1
3160,299,1,14,1
3161,299,3,6,1
3162,299,32,3,1
3163,299,22,2,1
3164,299,6,1,1
3165,299,29,0,1
3166,299,25,0,1
3167,299,37,0,1
3168,299,17,0,1
3169,299,34,0,1
3170,299,35,0,1
3171,299,33,0,1
3172,299,36,0,1
3173,299,27,0,1
3174,299,18,0,1
3175,299,38,0,1
3176,300,22,13,1
3177,300,3,10,1
3178,300,1,2,1
3179,300,32,1,1
3180,300,35,0,1
3181,300,25,0,1
3182,300,29,0,1
3183,300,36,0,1
3184,300,37,0,1
3185,300,17,0,1
3186,300,18,0,1
3187,300,33,0,1
3188,300,27,0,1
3189,300,6,0,1
3190,300,38,0,1
3191,301,1,13,1
3192,301,22,10,1
3193,301,3,2,1
3194,301,25,1,1
3195,301,29,0,1
3196,301,35,0,1
3197,301,33,0,1
3198,301,37,0,1
3199,301,17,0,1
3200,301,27,0,1
3201,301,36,0,1
3202,301,32,0,1
3203,301,6,0,1
3204,301,18,0,1
3205,302,3,10,1
3206,302,1,10,1
3207,302,22,3,1
3208,302,32,2,1
3209,302,29,1,1
3210,302,27,0,1
3211,302,25,0,1
3212,302,37,0,1
3213,302,18,0,1
3214,302,17,0,1
3215,302,35,0,1
3216,302,33,0,1
3217,302,6,0,1
3218,303,3,10,1
3219,303,1,6,1
3220,303,22,4,1
3221,303,25,3,1
3222,303,6,2,1
3223,303,18,1,1
3224,303,17,0,1
3225,303,29,0,1
3226,303,35,0,1
3227,303,33,0,1
3228,303,37,0,1
3229,303,32,0,1
3230,303,27,0,1
3231,304,1,10,1
3232,304,22,10,1
3233,304,6,3,1
3234,304,27,2,1
3235,304,17,1,1
3236,304,32,0,1
3237,304,29,0,1
3238,304,18,0,1
3239,304,37,0,1
3240,304,35,0,1
3241,304,33,0,1
3242,304,3,0,1
3243,304,25,0,1
3244,305,1,10,1
3245,305,6,6,1
3246,305,22,4,1
3247,305,25,5,1
3248,305,33,1,1
3249,305,40,0,1
3250,305,39,0,1
3251,305,18,0,1
3252,305,17,0,1
3253,305,34,0,1
3254,305,32,0,1
3255,305,3,0,1
3256,305,29,0,1
3257,305,41,0,1
3258,305,27,0,1
3259,305,35,0,1
3260,305,42,0,1
3261,305,36,0,1
3262,306,1,14,1
3263,306,3,6,1
3264,306,6,4,1
3265,306,22,2,1
3266,306,18,0,1
3267,306,32,0,1
3268,306,27,0,1
3269,306,35,0,1
3270,306,34,0,1
3271,306,17,0,1
3272,306,33,0,1
3273,306,25,0,1
3274,306,41,0,1
3275,306,39,0,1
3276,306,29,0,1
3277,306,36,0,1
3278,306,40,0,1
3279,306,42,0,1
3280,307,1,16,1
3281,307,35,4,1
3282,307,18,3,1
3283,307,32,3,1
3284,307,27,0,1
3285,307,34,0,1
3286,307,40,0,1
3287,307,41,0,1
3288,307,22,0,1
3289,307,25,0,1
3290,307,17,0,1
3291,307,26,0,1
3292,307,3,0,1
3293,307,6,0,1
3294,307,39,0,1
3295,307,29,0,1
3296,307,36,0,1
3297,307,42,0,1
3298,308,1,10,1
3299,308,3,6,1
3300,308,6,6,1
3301,308,22,3,1
3302,308,35,1,1
3303,308,27,0,1
3304,308,17,0,1
3305,308,26,0,1
3306,308,18,0,1
3307,308,32,0,1
3308,308,41,0,1
3309,308,25,0,1
3310,308,34,0,1
3311,308,29,0,1
3312,308,39,0,1
3313,308,40,0,1
3314,308,42,0,1
3315,308,36,0,1
3316,309,22,10,1
3317,309,25,6,1
3318,309,3,5,1
3319,309,17,5,1
3320,309,18,0,1
3321,309,27,0,1
3322,309,35,0,1
3323,309,41,0,1
3324,309,29,0,1
3325,309,6,0,1
3326,309,26,0,1
3327,309,1,0,1
3328,309,32,0,1
3329,309,34,0,1
3330,309,39,0,1
3331,309,36,0,1
3332,309,40,0,1
3333,309,42,0,1
3334,310,3,16,1
3335,310,1,4,1
3336,310,17,3,1
3337,310,22,2,1
3338,310,26,1,1
3339,310,18,0,1
3340,310,27,0,1
3341,310,32,0,1
3342,310,25,0,1
3343,310,34,0,1
3344,310,6,0,1
3345,310,35,0,1
3346,310,29,0,1
3347,310,41,0,1
3348,310,36,0,1
3349,310,39,0,1
3350,310,40,0,1
3351,310,42,0,1
3352,311,3,12,1
3353,311,6,9,1
3354,311,1,4,1
3355,311,17,1,1
3356,311,41,0,1
3357,311,22,0,1
3358,311,18,0,1
3359,311,32,0,1
3360,311,27,0,1
3361,311,25,0,1
3362,311,36,0,1
3363,311,26,0,1
3364,311,35,0,1
3365,311,34,0,1
3366,311,29,0,1
3367,311,39,0,1
3368,311,40,0,1
3369,311,42,0,1
3370,312,3,10,1
3371,312,1,9,1
3372,312,6,4,1
3373,312,22,2,1
3374,312,17,1,1
3375,312,25,0,1
3376,312,18,0,1
3377,312,35,0,1
3378,312,32,0,1
3379,312,34,0,1
3380,312,26,0,1
3381,312,27,0,1
3382,312,29,0,1
3383,312,41,0,1
3384,312,39,0,1
3385,312,36,0,1
3386,312,40,0,1
3387,312,42,0,1
3388,313,3,16,1
3389,313,6,4,1
3390,313,1,3,1
3391,313,17,3,1
3392,313,22,0,1
3393,313,27,0,1
3394,313,35,0,1
3395,313,34,0,1
3396,313,25,0,1
3397,313,41,0,1
3398,313,32,0,1
3399,313,26,0,1
3400,313,18,0,1
3401,313,40,0,1
3402,313,29,0,1
3403,313,39,0,1
3404,313,36,0,1
3405,313,42,0,1
3406,314,1,13,1
3407,314,3,10,1
3408,314,6,2,1
3409,314,41,1,1
3410,314,17,0,1
3411,314,22,0,1
3412,314,27,0,1
3413,314,25,0,1
3414,314,18,0,1
3415,314,32,0,1
3416,314,40,0,1
3417,314,34,0,1
3418,314,35,0,1
3419,314,26,0,1
3420,314,36,0,1
3421,314,29,0,1
3422,314,39,0,1
3423,314,42,0,1
3424,315,1,16,1
3425,315,22,7,1
3426,315,3,2,1
3427,315,34,1,1
3428,315,32,0,1
3429,315,35,0,1
3430,315,36,0,1
3431,315,27,0,1
3432,315,18,0,1
3433,315,17,0,1
3434,315,25,0,1
3435,315,6,0,1
3436,315,26,0,1
3437,315,41,0,1
3438,315,40,0,1
3439,315,29,0,1
3440,315,39,0,1
3441,315,42,0,1
3442,316,3,10,1
3443,316,1,9,1
3444,316,6,4,1
3445,316,22,3,1
3446,316,17,0,1
3447,316,41,0,1
3448,316,18,0,1
3449,316,35,0,1
3450,316,27,0,1
3451,316,34,0,1
3452,316,32,0,1
3453,316,40,0,1
3454,316,36,0,1
3455,316,25,0,1
3456,316,26,0,1
3457,316,29,0,1
3458,316,39,0,1
3459,316,42,0,1
3460,317,3,10,1
3461,317,1,6,1
3462,317,6,4,1
3463,317,18,3,1
3464,317,22,3,1
3465,317,41,0,1
3466,317,17,0,1
3467,317,27,0,1
3468,317,34,0,1
3469,317,25,0,1
3470,317,32,0,1
3471,317,29,0,1
3472,317,26,0,1
3473,317,35,0,1
3474,317,39,0,1
3475,317,40,0,1
3476,317,36,0,1
3477,317,42,0,1
3478,318,3,14,1
3479,318,6,9,1
3480,318,1,2,1
3481,318,22,1,1
3482,318,41,0,1
3483,318,35,0,1
3484,318,17,0,1
3485,318,34,0,1
3486,318,36,0,1
3487,318,18,0,1
3488,318,25,0,1
3489,318,27,0,1
3490,318,29,0,1
3491,318,32,0,1
3492,318,26,0,1
3493,318,40,0,1
3494,318,39,0,1
3495,319,1,16,1
3496,319,3,4,1
3497,319,6,3,1
3498,319,34,2,1
3499,319,25,1,1
3500,319,22,0,1
3501,319,41,0,1
3502,319,27,0,1
3503,319,29,0,1
3504,319,36,0,1
3505,319,18,0,1
3506,319,32,0,1
3507,319,26,0,1
3508,319,17,0,1
3509,319,35,0,1
3510,319,40,0,1
3511,319,42,0,1
3512,320,1,7,1
3513,320,3,4,1
3514,320,22,1.5,1
3515,320,6,0.5,1
3516,320,35,0,1
3517,320,17,0,1
3518,320,25,0,1
3519,320,32,0,1
3520,320,29,0,1
3521,320,41,0,1
3522,320,18,0,1
3523,320,34,0,1
3524,320,27,0,1
3525,320,40,0,1
3526,320,33,0,1
3527,320,36,0,1
3528,320,42,0,1
3529,321,1,9,1
3530,321,25,7,1
3531,321,3,4,1
3532,321,22,3,1
3533,321,34,2,1
3534,321,18,0,1
3535,321,33,0,1
3536,321,21,0,1
3537,321,44,0,1
3538,321,41,0,1
3539,321,6,0,1
3540,321,45,0,1
3541,321,35,0,1
3542,321,32,0,1
3543,321,27,0,1
3544,321,46,0,1
3545,321,39,0,1
3546,321,47,0,1
3547,321,42,0,1
3548,322,6,12,1
3549,322,1,10,1
3550,322,3,2,1
3551,322,22,1,1
3552,322,25,0,1
3553,322,18,0,1
3554,322,27,0,1
3555,322,35,0,1
3556,322,21,0,1
3557,322,32,0,1
3558,322,34,0,1
3559,322,39,0,1
3560,322,33,0,1
3561,322,45,0,1
3562,322,46,0,1
3563,322,41,0,1
3564,322,44,0,1
3565,322,42,0,1
3566,322,47,0,1
3567,323,3,9,1
3568,323,1,6,1
3569,323,22,6,1
3570,323,6,3,1
3571,323,25,1,1
3572,323,32,0,1
3573,323,27,0,1
3574,323,18,0,1
3575,323,46,0,1
3576,323,33,0,1
3577,323,45,0,1
3578,323,34,0,1
3579,323,35,0,1
3580,323,41,0,1
3581,323,44,0,1
3582,323,21,0,1
3583,323,42,0,1
3584,323,47,0,1
3585,323,39,0,1
3586,324,1,13,1
3587,324,25,6,1
3588,324,3,3,1
3589,324,21,2,1
3590,324,33,1,1
3591,324,46,0,1
3592,324,32,0,1
3593,324,6,0,1
3594,324,18,0,1
3595,324,27,0,1
3596,324,35,0,1
3597,324,22,0,1
3598,324,34,0,1
3599,324,41,0,1
3600,324,45,0,1
3601,324,44,0,1
3602,324,39,0,1
3603,324,42,0,1
3604,324,47,0,1
3605,325,1,12,1
3606,325,22,6,1
3607,325,6,6,1
3608,325,32,1,1
3609,325,34,0,1
3610,325,21,0,1
3611,325,33,0,1
3612,325,41,0,1
3613,325,25,0,1
3614,325,45,0,1
3615,325,46,0,1
3616,325,35,0,1
3617,325,3,0,1
3618,325,27,0,1
3619,325,18,0,1
3620,325,44,0,1
3621,325,39,0,1
3622,325,42,0,1
3623,325,47,0,1
3624,326,6,15,1
3625,326,1,4,1
3626,326,22,4,1
3627,326,3,2,1
3628,326,25,0,1
3629,326,32,0,1
3630,326,34,0,1
3631,326,18,0,1
3632,326,35,0,1
3633,326,46,0,1
3634,326,27,0,1
3635,326,21,0,1
3636,326,45,0,1
3637,326,33,0,1
3638,326,44,0,1
3639,326,41,0,1
3640,326,39,0,1
3641,326,42,0,1
3642,326,47,0,1
3643,327,6,9,1
3644,327,41,6,1
3645,327,1,6,1
3646,327,22,3,1
3647,327,3,1,1
3648,327,33,0,1
3649,327,27,0,1
3650,327,21,0,1
3651,327,32,0,1
3652,327,34,0,1
3653,327,39,0,1
3654,327,35,0,1
3655,327,25,0,1
3656,327,18,0,1
3657,327,46,0,1
3658,327,45,0,1
3659,327,44,0,1
3660,327,42,0,1
3661,327,47,0,1
3662,328,6,9,1
3663,328,3,6,1
3664,328,1,4,1
3665,328,33,4,1
3666,328,22,2,1
3667,328,21,0,1
3668,328,25,0,1
3669,328,34,0,1
3670,328,27,0,1
3671,328,35,0,1
3672,328,18,0,1
3673,328,41,0,1
3674,328,32,0,1
3675,328,39,0,1
3676,328,45,0,1
3677,328,46,0,1
3678,328,44,0,1
3679,328,42,0,1
3680,328,47,0,1
3681,329,1,13,1
3682,329,22,6,1
3683,329,6,3,1
3684,329,3,3,1
3685,329,41,0,1
3686,329,32,0,1
3687,329,21,0,1
3688,329,27,0,1
3689,329,25,0,1
3690,329,46,0,1
3691,329,33,0,1
3692,329,18,0,1
3693,329,34,0,1
3694,329,35,0,1
3695,329,45,0,1
3696,329,39,0,1
3697,329,44,0,1
3698,329,42,0,1
3699,329,47,0,1
3700,330,3,12,1
3701,330,1,6,1
3702,330,22,4,1
3703,330,32,2,1
3704,330,33,1,1
3705,330,41,0,1
3706,330,21,0,1
3707,330,35,0,1
3708,330,27,0,1
3709,330,39,0,1
3710,330,18,0,1
3711,330,6,0,1
3712,330,25,0,1
3713,330,34,0,1
3714,330,46,0,1
3715,330,45,0,1
3716,330,42,0,1
3717,330,44,0,1
3718,330,47,0,1
3719,331,1,13,1
3720,331,6,6,1
3721,331,22,5,1
3722,331,41,1,1
3723,331,25,0,1
3724,331,33,0,1
3725,331,21,0,1
3726,331,32,0,1
3727,331,27,0,1
3728,331,18,0,1
3729,331,45,0,1
3730,331,34,0,1
3731,331,35,0,1
3732,331,3,0,1
3733,331,39,0,1
3734,331,42,0,1
3735,331,44,0,1
3736,331,47,0,1
3737,332,1,13,1
3738,332,6,9,1
3739,332,3,2,1
3740,332,25,1,1
3741,332,22,0,1
3742,332,21,0,1
3743,332,35,0,1
3744,332,27,0,1
3745,332,39,0,1
3746,332,41,0,1
3747,332,33,0,1
3748,332,45,0,1
3749,332,34,0,1
3750,332,32,0,1
3751,332,18,0,1
3752,332,42,0,1
3753,332,44,0,1
3754,332,47,0,1
3755,333,6,13,1
3756,333,1,9,1
3757,333,22,3,1
3758,333,3,0,1
3759,333,25,0,1
3760,333,21,0,1
3761,333,27,0,1
3762,333,18,0,1
3763,333,41,0,1
3764,333,33,0,1
3765,333,35,0,1
3766,333,34,0,1
3767,333,32,0,1
3768,333,39,0,1
3769,333,45,0,1
3770,333,42,0,1
3771,333,44,0,1
3772,333,47,0,1
3773,334,6,15,1
3774,334,22,4,1
3775,334,3,5,1
3776,334,33,1,1
3777,334,27,0,1
3778,334,41,0,1
3779,334,39,0,1
3780,334,21,0,1
3781,334,32,0,1
3782,334,1,0,1
3783,334,35,0,1
3784,334,45,0,1
3785,334,18,0,1
3786,334,25,0,1
3787,334,34,0,1
3788,334,42,0,1
3789,334,44,0,1
3790,334,47,0,1
3791,335,22,15,1
3792,335,33,4,1
3793,335,3,5,1
3794,335,25,1,1
3795,335,27,0,1
3796,335,18,0,1
3797,335,21,0,1
3798,335,32,0,1
3799,335,6,0,1
3800,335,35,0,1
3801,335,41,0,1
3802,335,34,0,1
3803,335,1,0,1
3804,335,45,0,1
3805,335,39,0,1
3806,335,42,0,1
3807,336,22,9,1
3808,336,6,10,1
3809,336,1,3,1
3810,336,3,3,1
3811,336,25,0,1
3812,336,18,0,1
3813,336,27,0,1
3814,336,34,0,1
3815,336,45,0,1
3816,336,35,0,1
3817,336,39,0,1
3818,336,32,0,1
3819,336,41,0,1
3820,336,33,0,1
3821,336,21,0,1
3822,336,42,0,1
3823,1,23,18,1
3824,1,1,0,1
3825,1,7,11,1
3826,1,4,4,1
3827,1,3,3,1
3828,1,5,3,1
3829,1,10,0,1
3830,1,2,0,1
3831,1,9,0,1
3832,1,6,0,1
3833,2,23,7,1
3834,2,2,4,1
3835,2,7,5.5,1
3836,2,9,1.5,1
3837,2,1,1,1
3838,2,3,0.5,1
3839,2,6,0,1
3840,2,5,0,1
3841,2,4,0,1
3842,2,10,0,1
3843,3,9,18,1
3844,3,23,11,1
3845,3,1,7,1
3846,3,7,2,1
3847,3,5,1,1
3848,3,4,0,1
3849,3,6,0,1
3850,3,2,0,1
3851,3,10,0,1
3852,3,3,0,1
3853,4,23,14,1
3854,4,9,8,1
3855,4,7,8,1
3856,4,1,5,1
3857,4,6,3,1
3858,4,4,1,1
3859,4,3,0,1
3860,4,5,0,1
3861,4,10,0,1
3862,4,2,0,1
3863,5,23,18,1
3864,5,9,11,1
3865,5,4,4,1
3866,5,6,3,1
3867,5,2,2,1
3868,5,3,1,1
3869,5,1,0,1
3870,5,7,0,1
3871,5,10,0,1
3872,5,5,0,1
3873,6,23,18,1
3874,6,6,11,1
3875,6,9,4,1
3876,6,3,3,1
3877,6,4,2,1
3878,6,5,1,1
3879,6,10,0,1
3880,6,7,0,1
3881,6,2,0,1
3882,6,1,0,1
3883,7,23,10,1
3884,7,9,14,1
3885,7,7,6,1
3886,7,3,4,1
3887,7,6,3,1
3888,7,2,2,1
3889,7,4,0,1
3890,7,1,0,1
3891,7,5,0,1
3892,7,10,0,1
3893,8,9,18,1
3894,8,23,9,1
3895,8,6,6,1
3896,8,3,4,1
3897,8,7,2,1
3898,8,10,0,1
3899,8,4,0,1
3900,8,2,0,1
3901,8,1,0,1
3902,8,5,0,1
3903,9,9,18,1
3904,9,6,6,1
3905,9,3,5,1
3906,9,23,7,1
3907,9,4,2,1
3908,9,1,1,1
3909,9,7,0,1
3910,9,2,0,1
3911,9,10,0,1
3912,9,5,0,1
3913,10,1,14,1
3914,10,6,8,1
3915,10,9,6,1
3916,10,3,5,1
3917,10,7,4,1
3918,10,23,2,1
3919,10,2,0,1
3920,10,4,0,1
3921,10,10,0,1
3922,10,5,0,1
3923,11,23,12,1
3924,11,1,13,1
3925,11,6,6,1
3926,11,3,4,1
3927,11,4,3,1
3928,11,2,1,1
3929,11,9,0,1
3930,11,10,0,1
3931,11,7,0,1
3932,11,5,0,1
3933,12,6,10,1
3934,12,10,8,1
3935,12,9,6,1
3936,12,2,9,1
3937,12,1,3,1
3938,12,23,2,1
3939,12,3,1,1
3940,12,7,0,1
3941,12,5,0,1
3942,12,4,0,1
3943,13,23,18,1
3944,13,6,6,1
3945,13,10,5,1
3946,13,4,4,1
3947,13,1,3,1
3948,13,2,2,1
3949,13,9,1,1
3950,13,3,0,1
3951,13,7,0,1
3952,13,5,0,1
3953,14,1,12,1
3954,14,7,8,1
3955,14,4,6,1
3956,14,9,5,1
3957,14,23,7,1
3958,14,2,1,1
3959,14,3,0,1
3960,14,6,0,1
3961,14,10,0,1
3962,14,5,0,1
3963,15,9,10,1
3964,15,7,8,1
3965,15,1,6,1
3966,15,6,5,1
3967,15,3,4,1
3968,15,2,3,1
3969,15,23,3,1
3970,15,4,0,1
3971,15,10,0,1
3972,15,5,0,1
3973,16,9,15,1
3974,16,2,8,1
3975,16,1,6,1
3976,16,23,5,1
3977,16,6,3,1
3978,16,5,2,1
3979,16,7,0,1
3980,16,10,0,1
3981,16,4,0,1
3982,16,3,0,1
3983,356,6,9,1
3984,356,1,6,1
3985,356,37,4,1
3986,356,22,4,1
3987,356,21,2,1
3988,356,25,0,1
3989,356,32,0,1
3990,356,27,0,1
3991,356,33,0,1
3992,356,35,0,1
3993,356,48,0,1
3994,356,3,0,1
3995,356,49,0,1
3996,356,34,0,1
3997,356,45,0,1
3998,356,18,0,1
3999,356,44,0,1
4000,356,42,0,1
4001,356,39,0,1
4002,356,46,0,1
4003,357,1,15,1
4004,357,22,4,1
4005,357,3,3,1
4006,357,21,2,1
4007,357,25,1,1
4008,357,35,0,1
4009,357,39,0,1
4010,357,45,0,1
4011,357,34,0,1
4012,357,32,0,1
4013,357,18,0,1
4014,357,37,0,1
4015,357,6,0,1
4016,357,27,0,1
4017,357,33,0,1
4018,357,48,0,1
4019,357,42,0,1
4020,357,46,0,1
4021,357,44,0,1
4022,357,49,0,1
4023,358,1,15,1
4024,358,34,5,1
4025,358,35,3,1
4026,358,25,2,1
4027,358,21,0,1
4028,358,22,0,1
4029,358,3,0,1
4030,358,37,0,1
4031,358,27,0,1
4032,358,18,0,1
4033,358,39,0,1
4034,358,42,0,1
4035,358,33,0,1
4036,358,32,0,1
4037,358,6,0,1
4038,358,48,0,1
4039,358,45,0,1
4040,358,46,0,1
4041,358,49,0,1
4042,358,44,0,1
4043,359,1,11,1
4044,359,3,6,1
4045,359,25,4,1
4046,359,22,3,1
4047,359,39,1,1
4048,359,21,0,1
4049,359,27,0,1
4050,359,34,0,1
4051,359,32,0,1
4052,359,48,0,1
4053,359,35,0,1
4054,359,18,0,1
4055,359,6,0,1
4056,359,33,0,1
4057,359,46,0,1
4058,359,37,0,1
4059,359,42,0,1
4060,359,44,0,1
4061,359,45,0,1
4062,359,49,0,1
4063,360,1,9,1
4064,360,3,7,1
4065,360,21,4,1
4066,360,48,3,1
4067,360,22,2,1
4068,360,39,0,1
4069,360,35,0,1
4070,360,25,0,1
4071,360,6,0,1
4072,360,32,0,1
4073,360,46,0,1
4074,360,18,0,1
4075,360,34,0,1
4076,360,37,0,1
4077,360,33,0,1
4078,360,27,0,1
4079,360,42,0,1
4080,360,45,0,1
4081,360,44,0,1
4082,360,49,0,1
4083,361,3,15,1
4084,361,35,5,1
4085,361,32,3,1
4086,361,27,2,1
4087,361,1,0,1
4088,361,48,0,1
4089,361,42,0,1
4090,361,21,0,1
4091,361,25,0,1
4092,361,45,0,1
4093,361,37,0,1
4094,361,33,0,1
4095,361,46,0,1
4096,361,18,0,1
4097,361,6,0,1
4098,361,39,0,1
4099,361,34,0,1
4100,361,22,0,1
4101,361,44,0,1
4102,361,49,0,1
4103,362,1,9,1
4104,362,6,6,1
4105,362,3,4,1
4106,362,25,3,1
4107,362,46,2,1
4108,362,27,1,1
4109,362,21,0,1
4110,362,32,0,1
4111,362,22,0,1
4112,362,33,0,1
4113,362,37,0,1
4114,362,34,0,1
4115,362,18,0,1
4116,362,39,0,1
4117,362,35,0,1
4118,362,48,0,1
4119,362,42,0,1
4120,362,45,0,1
4121,362,49,0,1
4122,362,44,0,1
4123,363,1,9,1
4124,363,6,6,1
4125,363,22,4,1
4126,363,32,3,1
4127,363,18,3,1
4128,363,27,0,1
4129,363,21,0,1
4130,363,3,0,1
4131,363,46,0,1
4132,363,37,0,1
4133,363,34,0,1
4134,363,33,0,1
4135,363,25,0,1
4136,363,45,0,1
4137,363,35,0,1
4138,363,42,0,1
4139,363,39,0,1
4140,363,48,0,1
4141,363,44,0,1
4142,363,49,0,1
4143,364,1,15,1
4144,364,6,4,1
4145,364,3,3,1
4146,364,32,2,1
4147,364,21,1,1
4148,364,35,0,1
4149,364,34,0,1
4150,364,18,0,1
4151,364,25,0,1
4152,364,27,0,1
4153,364,37,0,1
4154,364,22,0,1
4155,364,33,0,1
4156,364,46,0,1
4157,364,48,0,1
4158,364,39,0,1
4159,364,45,0,1
4160,364,42,0,1
4161,364,44,0,1
4162,364,49,0,1
4163,365,6,9,1
4164,365,1,9,1
4165,365,3,4,1
4166,365,21,2,1
4167,365,32,1,1
4168,365,35,0,1
4169,365,22,0,1
4170,365,25,0,1
4171,365,34,0,1
4172,365,18,0,1
4173,365,46,0,1
4174,365,37,0,1
4175,365,33,0,1
4176,365,45,0,1
4177,365,27,0,1
4178,365,48,0,1
4179,365,39,0,1
4180,365,49,0,1
4181,365,42,0,1
4182,365,44,0,1
4183,366,1,15,1
4184,366,6,4,1
4185,366,3,3,1
4186,366,22,2,1
4187,366,21,1,1
4188,366,37,0,1
4189,366,46,0,1
4190,366,18,0,1
4191,366,35,0,1
4192,366,27,0,1
4193,366,25,0,1
4194,366,33,0,1
4195,366,34,0,1
4196,366,32,0,1
4197,366,48,0,1
4198,366,45,0,1
4199,366,42,0,1
4200,366,39,0,1
4201,366,49,0,1
4202,366,44,0,1
4203,367,1,9,1
4204,367,6,6,1
4205,367,3,7,1
4206,367,25,2,1
4207,367,34,1,1
4208,367,18,0,1
4209,367,27,0,1
4210,367,32,0,1
4211,367,35,0,1
4212,367,46,0,1
4213,367,22,0,1
4214,367,37,0,1
4215,367,21,0,1
4216,367,45,0,1
4217,367,33,0,1
4218,367,48,0,1
4219,367,39,0,1
4220,367,42,0,1
4221,367,49,0,1
4222,367,44,0,1
4223,368,6,9,1
4224,368,1,6,1
4225,368,46,4,1
4226,368,22,3,1
4227,368,18,2,1
4228,368,25,1,1
4229,368,32,0,1
4230,368,34,0,1
4231,368,33,0,1
4232,368,37,0,1
4233,368,27,0,1
4234,368,3,0,1
4235,368,21,0,1
4236,368,35,0,1
4237,368,42,0,1
4238,368,48,0,1
4239,368,39,0,1
4240,368,45,0,1
4241,368,44,0,1
4242,368,49,0,1
4243,369,1,13,1
4244,369,6,6,1
4245,369,25,3,1
4246,369,3,2,1
4247,369,33,1,1
4248,369,35,0,1
4249,369,32,0,1
4250,369,21,0,1
4251,369,22,0,1
4252,369,34,0,1
4253,369,37,0,1
4254,369,18,0,1
4255,369,27,0,1
4256,369,46,0,1
4257,369,45,0,1
4258,369,48,0,1
4259,369,39,0,1
4260,369,42,0,1
4261,369,49,0,1
4262,369,44,0,1
4263,370,22,9,1
4264,370,3,10,1
4265,370,32,3,1
4266,370,34,2,1
4267,370,21,1,1
