raceId,driverId,constructorId,number,grid,laps,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,q1,q2,q3,year,round,circuitId,podium
825,765,154,10,11,30,0,0,0,0,3,0,0,0,1951,1,66,0
825,725,133,12,20,23,0,0,0,0,121,0,0,0,1951,1,66,0
825,704,154,6,15,14,0,0,0,0,80,0,0,0,1951,1,66,0
825,633,6,18,3,12,0,0,0,0,3,0,0,0,1951,1,66,0
825,498,154,42,13,10,0,0,0,0,94,0,0,0,1951,1,66,0
825,721,144,52,16,0,0,0,0,0,69,0,0,0,1951,1,66,0
826,766,113,99,2,200,0,0,0,0,1,0,0,0,1951,2,19,1
826,673,113,83,7,200,0,0,0,0,1,0,0,0,1951,2,19,1
826,658,113,9,3,200,0,0,0,0,1,0,0,0,1951,2,19,1
826,612,149,57,31,200,0,0,0,0,1,0,0,0,1951,2,19,0
826,734,134,52,29,200,0,0,0,0,1,0,0,0,1951,2,19,0
826,731,119,1,17,200,0,0,0,0,1,0,0,0,1951,2,19,0
826,767,113,68,24,193,0,0,0,0,17,0,0,0,1951,2,19,0
826,518,150,27,4,180,0,0,0,0,127,0,0,0,1951,2,19,0
826,529,150,5,9,178,0,0,0,0,20,0,0,0,1951,2,19,0
826,699,113,18,1,151,0,0,0,0,31,0,0,0,1951,2,19,0
826,534,113,69,22,142,0,0,0,0,5,0,0,0,1951,2,19,0
826,611,113,25,12,135,0,0,0,0,5,0,0,0,1951,2,19,0
826,729,113,10,16,129,0,0,0,0,5,0,0,0,1951,2,19,0
826,768,150,16,5,126,0,0,0,0,3,0,0,0,1951,2,19,0
826,654,114,2,14,123,0,0,0,0,5,0,0,0,1951,2,19,0
826,653,135,76,27,110,0,0,0,0,109,0,0,0,1951,2,19,0
826,615,113,59,11,109,0,0,0,0,8,0,0,0,1951,2,19,0
826,700,113,73,15,93,0,0,0,0,42,0,0,0,1951,2,19,0
826,769,155,71,33,97,0,0,0,0,8,0,0,0,1951,2,19,0
826,521,156,8,19,93,0,0,0,0,42,0,0,0,1951,2,19,0
826,593,113,3,8,87,0,0,0,0,121,0,0,0,1951,2,19,0
826,770,113,4,10,80,0,0,0,0,5,0,0,0,1951,2,19,0
826,526,113,98,6,78,0,0,0,0,5,0,0,0,1951,2,19,0
826,630,134,6,32,73,0,0,0,0,25,0,0,0,1951,2,19,0
826,733,113,32,28,56,0,0,0,0,80,0,0,0,1951,2,19,0
826,771,113,44,13,55,0,0,0,0,121,0,0,0,1951,2,19,0
826,449,139,48,25,34,0,0,0,0,108,0,0,0,1951,2,19,0
826,629,113,23,18,30,0,0,0,0,109,0,0,0,1951,2,19,0
826,657,111,81,20,29,0,0,0,0,44,0,0,0,1951,2,19,0
826,726,110,22,21,29,0,0,0,0,7,0,0,0,1951,2,19,0
826,772,150,19,23,18,0,0,0,0,5,0,0,0,1951,2,19,0
826,732,105,12,26,15,0,0,0,0,95,0,0,0,1951,2,19,0
826,728,107,26,30,8,0,0,0,0,7,0,0,0,1951,2,19,0
826,675,113,9,3,200,0,0,0,0,1,0,0,0,1951,2,19,1
827,642,51,4,2,36,0,0,0,0,1,0,0,0,1951,3,13,1
827,647,6,8,4,36,0,0,0,0,1,0,0,0,1951,3,13,1
827,633,6,10,3,36,0,0,0,0,1,0,0,0,1951,3,13,1
827,627,154,14,7,34,0,0,0,0,12,0,0,0,1951,3,13,0
827,704,154,22,8,34,0,0,0,0,12,0,0,0,1951,3,13,0
827,429,154,24,12,33,0,0,0,0,13,0,0,0,1951,3,13,0
827,660,154,16,11,33,0,0,0,0,13,0,0,0,1951,3,13,0
827,773,154,26,13,32,0,0,0,0,14,0,0,0,1951,3,13,0
827,579,51,2,1,32,0,0,0,0,14,0,0,0,1951,3,13,0
827,589,154,18,9,28,0,0,0,0,5,0,0,0,1951,3,13,0
827,763,51,6,6,11,0,0,0,0,21,0,0,0,1951,3,13,0
827,641,6,12,5,8,0,0,0,0,7,0,0,0,1951,3,13,0
827,741,154,20,10,0,0,0,0,0,7,0,0,0,1951,3,13,0
828,786,51,8,7,77,0,0,0,0,1,0,0,0,1951,4,55,1
828,647,6,14,6,77,0,0,0,0,1,0,0,0,1951,4,55,1
828,633,6,10,4,74,0,0,0,0,13,0,0,0,1951,4,55,1
828,686,6,26,9,73,0,0,0,0,14,0,0,0,1951,4,55,0
828,642,51,2,2,73,0,0,0,0,14,0,0,0,1951,4,55,0
828,589,154,42,8,71,0,0,0,0,16,0,0,0,1951,4,55,0
828,704,154,46,11,71,0,0,0,0,16,0,0,0,1951,4,55,0
828,774,154,44,14,69,0,0,0,0,18,0,0,0,1951,4,55,0
828,764,154,48,19,66,0,0,0,0,45,0,0,0,1951,4,55,0
828,763,51,6,5,58,0,0,0,0,124,0,0,0,1951,4,55,0
828,579,51,24,1,55,0,0,0,0,115,0,0,0,1951,4,55,0
828,660,154,28,12,54,0,0,0,0,3,0,0,0,1951,4,55,0
828,627,154,40,13,43,0,0,0,0,7,0,0,0,1951,4,55,0
828,741,154,38,10,37,0,0,0,0,5,0,0,0,1951,4,55,0
828,775,141,36,17,27,0,0,0,0,5,0,0,0,1951,4,55,0
828,501,105,20,22,23,0,0,0,0,25,0,0,0,1951,4,55,0
828,427,141,32,18,11,0,0,0,0,5,0,0,0,1951,4,55,0
828,647,6,12,3,10,0,0,0,0,6,0,0,0,1951,4,55,0
828,609,141,34,21,7,0,0,0,0,5,0,0,0,1951,4,55,0
828,626,141,30,23,3,0,0,0,0,5,0,0,0,1951,4,55,0
828,670,105,50,15,2,0,0,0,0,5,0,0,0,1951,4,55,0
828,640,105,18,16,1,0,0,0,0,7,0,0,0,1951,4,55,0
828,687,6,24,20,1,0,0,0,0,5,0,0,0,1951,4,55,0
828,579,51,8,7,77,0,0,0,0,1,0,0,0,1951,4,55,1
828,498,6,14,6,77,0,0,0,0,1,0,0,0,1951,4,55,1
828,786,51,24,1,55,0,0,0,0,115,0,0,0,1951,4,55,0
829,498,6,12,1,90,0,0,0,0,1,0,0,0,1951,5,9,1
829,579,51,2,2,90,0,0,0,0,1,0,0,0,1951,5,9,1
829,633,6,10,5,88,0,0,0,0,12,0,0,0,1951,5,9,1
829,697,51,4,7,87,0,0,0,0,13,0,0,0,1951,5,9,0
829,686,66,6,20,85,0,0,0,0,15,0,0,0,1951,5,9,0
829,763,51,3,6,84,0,0,0,0,16,0,0,0,1951,5,9,0
829,661,66,7,19,84,0,0,0,0,16,0,0,0,1951,5,9,0
829,778,151,9,12,84,0,0,0,0,16,0,0,0,1951,5,9,0
829,687,6,14,8,83,0,0,0,0,17,0,0,0,1951,5,9,0
829,627,154,22,9,83,0,0,0,0,17,0,0,0,1951,5,9,0
829,619,151,8,10,82,0,0,0,0,18,0,0,0,1951,5,9,0
829,708,154,18,11,81,0,0,0,0,19,0,0,0,1951,5,9,0
829,660,154,25,14,80,0,0,0,0,88,0,0,0,1951,5,9,0
829,642,51,1,3,75,0,0,0,0,8,0,0,0,1951,5,9,0
829,776,126,5,18,75,0,0,0,0,62,0,0,0,1951,5,9,0
829,647,6,11,4,56,0,0,0,0,6,0,0,0,1951,5,9,0
829,777,105,17,16,46,0,0,0,0,44,0,0,0,1951,5,9,0
829,747,105,15,15,45,0,0,0,0,5,0,0,0,1951,5,9,0
